code,description
77.74,Prelievo di osso del carpo e del metacarpo per innesto
77.75,Prelievo diosso del femore per innesto
77.76,Prelievo di osso della rotula per innesto
77.77,Prelievo di osso della tibia e della fibula per innesto
77.78,Prelievo di osso del tarso e del metatarso per innesto
77.79,Prelievo di altre ossa per innesto
77.8,Altra osteotomia parziale
77.80,Altra osteotomia parziale in sede non specificata
77.81,"Altra osteotomia parziale della scapola, della clavicola e del torace (coste e sterno)"
77.82,Altra osteotomia parziale dell’omero
77.83,Altra osteotomia parziale del radio e dell’ulna
77.84,Altra osteotomia parziale del carpo e del metacarpo
77.85,Altra osteotomia parziale del femore
77.86,Altra osteotomia parziale della rotula
77.87,Altra osteotomia parziale della tibia e della fibula
77.88,Altra osteotomia parziale del tarso e del metatarso
77.89,Altra osteotomia parziale di altre ossa
77.9,Ostectomia totale
77.90,Ostectomia totale in sede non specificata
77.91,"Ostectomia totale della scapola, della clavicola e del torace (coste e sterno)"
77.92,Ostectomia totale dell’omero
77.93,Ostectomia totale del radio e dell’ulna
77.94,Ostectomia totale del carpo e del metacarpo
77.95,Ostectomia totale del femore
77.96,Ostectomia totale della rotula
77.97,Ostectomia totale della tibia e della fibula
77.98,Ostectomia totale del tarso e del metatarso
77.99,"Ostectomia totale di altre ossa, escluse quelle facciali"
78,Altri interventi sulle ossa ad eccezione di quelle facciali
78.0,Innesto osseo
78.00,"Innesto osseo, sede non specificata"
78.01,"Innesto osseo di scapola, clavicola e torace (coste e sterno)"
78.02,Innesto osseo dell’omero
78.03,Innesto osseo del radio e dell’ulna
78.04,Innesto osseo del carpo e del metacarpo
78.05,Innesto osseo del femore
78.06,Innesto osseo della rotula
78.07,Innesto osseo della tibia e fibula
78.08,Innesto osseo del tarso e del metatarso
78.09,Innesto osseo di altre ossa
78.1,Applicazione di fissatore esterno
78.10,Applicazione di fissatore esterno in sede non specificata
78.11,"Applicazione di fissatore esterno di scapola, clavicola e torace (coste e sterno)"
78.12,Applicazione di fissatore esterno dell’omero
78.13,Applicazione di fissatore esterno di radio e ulna
78.14,Applicazione di fissatore esterno di carpo e metacarpo
78.15,Applicazione di fissatore esterno del femore
78.16,Applicazione di fissatore esterno della rotula
78.17,Applicazione di fissatore esterno di tibia e fibula
78.18,Applicazione di fissatore esterno di tarso e metatarso
78.19,Applicazione di fissatore esterno di altro osso
78.2,Interventi di accorciamento delle ossa degli arti
78.20,Accorciamento in sede non specificata
78.22,Accorciamento dell’omero
78.23,Accorciamento di radio e ulna
78.24,Accorciamento di carpo e metacarpo
78.25,Accorciamento del femore
78.27,Accorciamento di tibia e fibula
78.28,Accorciamento di tarso e metatarso
78.29,Accorciamento di altro osso
78.3,Interventi di allungamento delle ossa degli arti
78.30,Allungamento in sede non specificata
78.32,Allungamento dell’omero
78.33,Allungamento di radio e ulna
78.34,Allungamento di carpo e metacarpo
78.35,Allungamento del femore
78.37,Allungamento di tibia e fibula
78.38,Allungamento di tarso e metatarso
78.39,Allungamento di altro osso
78.4,Altri interventi di riparazione o plastica su osso
78.40,Altri interventi di riparazione o plastica su osso in sede non specificata
78.41,"Altri interventi di riparazione o plastica su scapola, clavicola e torace (coste e sterno)"
78.42,Altri interventi di riparazione o plastica sull’omero
78.43,Altri interventi di riparazione o plastica su radio e ulna
78.44,Altri interventi di riparazione o plastica su carpo e metacarpo
78.45,Altri interventi di riparazione o plastica sul femore
78.46,Altri interventi di riparazione o plastica sulla rotula
78.47,Altri interventi di riparazione o plastica su tibia e fibula
78.48,Altri interventi di riparazione o plastica su tarso e metatarso
78.49,Altri interventi di riparazione o plastica su altre ossa
78.5,Fissazione interna di osso senza riduzione di frattura
78.50,Fissazione interna di osso in sede non specificata senza riduzione di frattura
78.51,"Fissazione interna di scapola, clavicola e torace (coste e sterno) senza riduzione di frattura"
78.52,Fissazione interna dell’omero senza riduzione di frattura
78.53,Fissazione interna del radio e dell’ulna senza riduzione di frattura
78.54,Fissazione interna di carpo e metacarpo senza riduzione di frattura
78.55,Fissazione interna del femore senza riduzione di frattura
78.56,Fissazione interna di rotula senza riduzione di frattura
78.57,Fissazione interna di tibia e fibula senza riduzione di frattura
78.58,Fissazione interna di tarso e metatarso senza riduzione di frattura
78.59,"Fissazione interna di altro osso, senza riduzione di frattura"
78.6,Rimozione di dispositivi impiantati
78.60,"Rimozione di dispositivo impiantato, sede non specificata"
78.61,"Rimozione di dispositivo impiantato da scapola, clavicola e torace (coste e sterno)"
78.62,Rimozione di dispositivo impiantato dall’omero
78.63,Rimozione di dispositivo impiantato da radio e ulna
78.64,Rimozione di dispositivo impiantato da carpo e metacarpo
78.65,Rimozione di dispositivo impiantato dal femore
78.66,Rimozione di dispositivo impiantato dalla rotula
78.67,Rimozione di dispositivo impiantato da tibia e fibula
78.68,Rimozione di dispositivo impiantato da tarso e metatarso
78.69,Rimozione di dispositivo impiantato da altre ossa
78.7,Osteoclasia
78.70,Osteoclasia in sede non specificata
78.71,"Osteoclasia della scapola, della clavicola e del torace (coste e sterno)"
78.72,Osteoclasia dell’omero
78.73,Osteoclasia del radio e dell’ulna
78.74,Osteoclasia del carpo e delmetacarpo
78.75,Osteoclasia del femore
78.76,Osteoclasia della rotula
78.77,Osteoclasia della tibia e della fibula
78.78,Osteoclasia del tarso e del metatarso
78.79,Osteoclasia di altre ossa
78.8,Procedure diagnostiche sull’osso non classificate altrove
78.80,Procedure diagnostiche non classificate altrove in sede non specificata
78.81,"Procedure diagnostiche non classificate altrove su scapola, clavicola e torace (coste e sterno)"
78.82,Procedure diagnostiche non classificate altrove sull’omero
78.83,Procedure diagnostiche non classificate altrove su radio e ulna
78.84,Procedure diagnostiche non classificate altrove su carpo e metacarpo
78.85,Procedure diagnostiche non classificate altrove sul femore
78.86,Procedure diagnostiche non classificate altrove sulla rotula
78.87,Procedure diagnostiche non classificate altrove sulla tibia e fibula
78.88,Procedure diagnostiche non classificate altrove sul tarso e metatarso
78.89,Procedure diagnostiche non classificate altrove su altre ossa
78.9,Inserzione di stimolatore di crescita ossea
78.90,"Inserzione di stimolatore di crescita ossea, sede non specificata"
78.91,Inserzione di stimolatore di crescita ossea su clavicola e torace (coste e sterno)
78.92,Inserzione di stimolatore di crescita ossea sull’omero
78.93,Inserzione di stimolatore di crescita ossea su radio e ulna
78.94,Inserzione di stimolatore di crescita ossea su carpo e metacarpo
78.95,Inserzione di stimolatore di crescita ossea sul femore
78.96,Inserzione di stimolatore di crescita ossea sulla rotula
78.97,Inserzione di stimolatore di crescita ossea sulla tibia e fibula
78.98,Inserzione di stimolatore di crescita ossea sul tarso e metatarso
78.99,Inserzione di stimolatore di crescita ossea su altre ossa
79,Riduzione di frattura e di lussazione
79.0,"Riduzione chiusa di frattura, senza fissazione interna"
79.00,Riduzione incruenta di frattura senza fissazione interna in sede non specificata
79.01,Riduzione incruenta di frattura dell’omero senza fissazione interna
79.02,Riduzione incruenta di frattura di radio e ulna senza fissazione interna
79.03,Riduzione incruenta di frattura di carpo e metacarpo senza fissazione interna
79.04,Riduzione incruenta di frattura delle falangi della mano senza fissazione interna
79.05,Riduzione incruenta di frattura del femore senza fissazione interna
79.06,Riduzione incruenta di frattura di tibia e fibula senza fissazione interna
79.07,Riduzione incruenta di frattura di tarso e metatarso senza fissazione interna
79.08,Riduzione incruenta di frattura delle falangi del piede senza fissazione interna
79.09,"Riduzione incruenta di frattura di altro osso specificato, senza fissazione interna"
79.1,"Riduzione incruenta di frattura, con fissazione interna"
79.10,"Riduzione incruenta di frattura con fissazione interna, sede non specificata"
79.11,"Riduzione incruenta di frattura dell’omero, con fissazione interna"
79.12,"Riduzione incruenta di frattura di radio e ulna, con fissazione interna"
79.13,"Riduzione incruenta di frattura di carpo e metacarpo, con fissazione interna"
79.14,"Riduzione incruenta di frattura delle falangi della mano, con fissazione interna"
79.15,"Riduzione incruenta di frattura del femore, con fissazione interna"
79.16,"Riduzione incruenta di frattura della tibia e della fibula, con fissazione interna"
79.17,"Riduzione incruenta di frattura del tarso e metatarso, con fissazione interna"
79.18,"Riduzione incruenta di frattura delle falangi del piede, con fissazione interna"
79.19,"Riduzione incruenta di frattura di altro osso specificato, con fissazione interna"
79.2,Riduzione cruenta di frattura senza fissazione interna
79.20,Riduzione cruenta di frattura senza fissazione interna in sede non specificata
79.21,Riduzione cruenta di frattura dell’omero senza fissazione interna
79.22,"Riduzione cruenta di frattura del radio e dell’ulna, senza fissazione interna"
79.23,Riduzione cruenta di frattura del carpo e metacarpo senza fissazione interna
79.24,"Riduzione cruenta di frattura delle falangi della mano, senza fissazione interna"
79.25,"Riduzione cruenta di frattura del femore, senza fissazione interna"
79.26,Riduzione cruenta di frattura della tibia e della fibula senza fissazione interna
79.27,"Riduzione cruenta di frattura del tarso e metatarso, senza fissazione interna"
79.28,"Riduzione cruenta di frattura delle falangi del piede, senza fissazione interna"
79.29,Riduzione cruenta di frattura di altro osso specificato senza fissazione interna
79.3,Riduzione cruenta di frattura con fissazione interna
79.30,Riduzione cruenta di frattura con fissazione interna in sede non specificata
79.31,Riduzione cruenta di frattura dell’omero con fissazione interna
79.32,"Riduzione cruenta di frattura del radio e dell’ulna, con fissazione interna"
79.33,Riduzione cruenta di frattura del carpo e metacarpo con fissazione interna
79.34,"Riduzione cruenta di frattura delle falangi della mano, con fissazione interna"
79.35,"Riduzione cruenta di frattura del femore, con fissazione interna"
79.36,"Riduzione cruenta di frattura di tibia e fibula, con fissazione interna"
79.37,"Riduzione cruenta di frattura di tarso e metatarso, con fissazione interna"
79.38,"Riduzione cruenta di frattura delle falangi del piede, con fissazione interna"
79.39,Riduzione cruenta di frattura di altro osso specificato con fissazione interna
79.4,Riduzione incruenta di epifisiolisi
79.40,Riduzione incruenta di epifisiolisi in sede non specificata
79.41,Riduzione incruenta di epifisiolisi dell’omero
79.42,Riduzione incruenta di epifisiolisi del radio e dell’ulna
79.45,Riduzione incruenta di epifisiolisi del femore
79.46,Riduzione incruenta di epifisiolisi della tibia e della fibula
79.49,Riduzione incruenta di epifisiolisi di altro osso specificato
79.5,Riduzione cruenta di epifisiolisi
79.50,Riduzione cruenta di epifisiolisi in sede non specificata
79.51,Riduzione cruenta di epifisiolisi dell’omero
79.52,Riduzione cruenta di epifisiolisi del radio e dell’ulna
79.55,Riduzione cruenta di epifisiolisi del femore
79.56,Riduzione cruenta di epifisiolisi di tibia e fibula
79.59,Riduzione cruenta di epifisiolisi di altro osso specificato
79.6,Sbrigliamento in sede di frattura esposta
79.60,Sbrigliamento di frattura esposta in sede non specificata
79.61,Sbrigliamento di frattura esposta dell’omero
79.62,Sbrigliamento di frattura esposta di radio e ulna
79.63,Sbrigliamento di frattura esposta di carpo e metacarpo
79.64,Sbrigliamento di frattura esposta delle falangi della mano
79.65,Sbrigliamento di frattura esposta del femore
79.66,Sbrigliamento di frattura esposta della tibia e fibula
79.67,Sbrigliamento di frattura esposta di tarso e metatarso
79.68,Sbrigliamento di frattura esposta delle falangi del piede
79.69,Sbrigliamento di frattura esposta di altro osso specificato
79.7,Riduzione incruenta di lussazione
79.70,Riduzione incruenta di lussazione in sede non specificata
79.71,Riduzione incruenta di lussazione della spalla
79.72,Riduzione incruenta di lussazione del gomito
79.73,Riduzione incruenta di lussazione del polso
79.74,Riduzione incruenta di lussazione della mano e delle dita della mano
79.75,Riduzione incruenta di lussazione dell’anca
79.76,Riduzione incruenta di lussazione del ginocchio
79.77,Riduzione incruenta di lussazione della caviglia
79.78,Riduzione incruenta di lussazione del piede e delle dita del piede
79.79,Riduzione incruenta di lussazione in altra sede specificata
79.8,Riduzione cruenta di lussazione
79.80,Riduzione cruenta di lussazione in sede non specificata
79.81,Riduzione cruenta di lussazione della spalla
79.82,Riduzione cruenta di lussazione del gomito
79.83,Riduzione cruenta di lussazione del polso
79.84,Riduzione cruenta di lussazione della mano e delle dita della mano
79.85,Riduzione cruenta di lussazione dell’anca
79.86,Riduzione cruenta di lussazione del ginocchio
79.87,Riduzione cruenta di lussazione della caviglia
79.88,Riduzione cruenta lussazione del piede e delle dita del piede
79.89,Riduzione cruenta di lussazione in altra sede specificata
79.9,Interventi non specificati su lesione ossea
79.90,Interventi non specificati su lesione ossea in sede non specificata
79.91,Interventi non specificati su lesione dell’omero
79.92,Interventi non specificati su lesione dell’ulna e del radio
79.93,Interventi non specificati su lesione del carpo e del metacarpo
79.94,Interventi non specificati su lesione delle falangi della mano
